phone_number,email,credit_score,age_group,family_background,income,occupation,previous_interaction,comments,intent
173-549-9435,smithdana@nguyen.biz,382,18-25,Married with Kids,943952,Engineer,Yes,not interested,1
001-459-727-4063x8363,vchristensen@gmail.com,771,36-50,Single,957331,Artist,No,urgent,1
430.662.3464x288,piercebrittany@hotmail.com,306,51+,Married,980972,Artist,No,urgent,1
001-170-167-1947,williamsjoshua@yahoo.com,423,51+,Married,136448,Engineer,Yes,,0
001-193-951-1190x82721,brittanychapman@keith.com,432,36-50,Married with Kids,507884,Artist,Yes,,1
+1-539-272-8440,dkim@rodriguez.com,507,26-35,Married,930872,Business,Yes,,1
+1-003-935-6528x6308,brentgay@mcdaniel.info,685,18-25,Married,495241,Business,Yes,urgent,1
647-991-4124,patriciahardin@yahoo.com,671,51+,Married with Kids,471405,Doctor,No,not interested,0
(295)042-0536,laura30@gonzalez.com,403,26-35,Single,674752,Artist,Yes,not interested,0
+1-330-138-5031x596,olee@shelton.com,650,26-35,Married,500913,Artist,Yes,not interested,0
959-899-6619x790,jonathan53@gmail.com,435,18-25,Married with Kids,437277,Engineer,Yes,not interested,0
001-643-167-6657x8993,fsingh@gmail.com,837,18-25,Single,897724,Doctor,Yes,not interested,1
659.140.6291x79721,cmullen@yahoo.com,804,36-50,Married,317375,Student,No,please call back,1
966-049-2310x7008,elizabethpowell@hotmail.com,474,18-25,Married with Kids,825566,Student,Yes,urgent,1
280.920.3066,oreynolds@sanders-brown.com,840,36-50,Single,343769,Doctor,No,not interested,1
334-199-7216,vincentconner@harper.com,795,51+,Single,243136,Doctor,Yes,follow up later,1
(306)417-9179x1029,stephanie63@hotmail.com,658,18-25,Married with Kids,855127,Artist,No,not interested,1
621-838-9699,carpenterjonathan@gmail.com,849,18-25,Married,440502,Engineer,No,follow up later,1
6707804669,rebeccalevine@hall-chandler.com,323,26-35,Married with Kids,175326,Engineer,No,urgent,1
001-361-712-5634x2300,lmartinez@quinn.com,532,18-25,Single,918107,Artist,No,not interested,1
715.666.3498x9229,tarawilliams@thompson-hernandez.com,705,26-35,Single,510462,Engineer,No,follow up later,1
(530)694-8998x46701,kevinstevenson@clay-wilson.biz,783,18-25,Single,140795,Doctor,No,please call back,1
369-483-7338,thansen@yahoo.com,387,51+,Married,333635,Engineer,Yes,urgent,1
+1-605-153-9486,agutierrez@gonzalez-bryant.com,314,36-50,Married,660274,Doctor,No,urgent,1
610.571.8573,tina68@yahoo.com,465,26-35,Married,411028,Engineer,Yes,,0
296.989.0893x1820,njones@gray-nelson.com,807,51+,Single,177321,Artist,No,,1
158-937-9911,wwatkins@gmail.com,711,26-35,Married with Kids,916847,Business,No,please call back,1
(810)381-6501,morganlee@gmail.com,844,36-50,Married,162479,Doctor,No,not interested,1
+1-677-476-0792,autumn90@gmail.com,568,18-25,Married,806786,Business,No,follow up later,1
280.781.9913x8893,lsmall@tran-martinez.com,587,36-50,Married,991859,Artist,No,please call back,1
001-934-294-9118x882,chenthomas@hotmail.com,785,51+,Married with Kids,466405,Student,No,not interested,1
001-754-067-1989x076,fernandezchristopher@gmail.com,805,51+,Married,311993,Student,Yes,,1
973-567-1901x55677,robert52@gmail.com,447,36-50,Married with Kids,165865,Doctor,No,not interested,0
001-912-008-2730x60034,mark14@yahoo.com,690,36-50,Single,339307,Student,Yes,follow up later,1
3876932866,robert60@hotmail.com,511,51+,Married with Kids,523672,Artist,No,please call back,1
159.273.4426x2180,jeffreyfields@guerrero-griffith.org,741,51+,Single,181611,Business,Yes,not interested,0
537.220.3802,duffyamber@yahoo.com,491,26-35,Married,227535,Student,No,please call back,0
(284)051-6742x29215,gina01@yahoo.com,498,26-35,Single,165384,Student,No,not interested,0
181-919-6325x942,anolan@yahoo.com,616,26-35,Married with Kids,765170,Artist,No,,1
(305)568-1924,angelawheeler@hogan.com,464,26-35,Married with Kids,370613,Business,No,urgent,1
617-326-1176,ualexander@vasquez.org,612,51+,Married with Kids,694002,Artist,No,please call back,1
(081)051-8823x555,jasonweaver@anderson.biz,418,18-25,Married,249362,Artist,No,follow up later,1
(655)791-4102,katherinezimmerman@gmail.com,567,36-50,Married,503703,Engineer,Yes,urgent,1
(086)975-0946x39997,brownroberta@yahoo.com,356,51+,Married,386260,Business,Yes,not interested,0
001-134-321-7979,angelamcdowell@adams.net,353,36-50,Single,329220,Student,No,follow up later,1
922-456-7846x3703,jtucker@ball-cline.info,318,26-35,Married with Kids,307244,Student,Yes,please call back,0
697-031-0555x798,mcalderon@gmail.com,611,51+,Married,456439,Engineer,No,urgent,1
083-015-6389x212,jvang@carr.com,636,18-25,Married,857652,Artist,No,follow up later,1
108.301.5053x51730,ryanchristopher@chen.org,346,26-35,Married with Kids,764114,Doctor,Yes,follow up later,1
150.773.6804x229,kathy17@gmail.com,822,26-35,Single,479816,Student,Yes,please call back,1
001-657-857-6470x90492,barnesvincent@yahoo.com,719,26-35,Married,783863,Artist,Yes,urgent,1
(551)862-2643x9065,heatherdavis@medina.com,838,26-35,Married with Kids,715614,Business,No,urgent,1
008-848-7531,philipcannon@knight.com,729,18-25,Single,449644,Engineer,No,,0
714-825-8761,etorres@gmail.com,726,18-25,Married,239032,Artist,Yes,follow up later,1
(012)421-5585x6481,terrybryan@gmail.com,842,18-25,Married with Kids,121574,Student,Yes,please call back,1
145.497.6994,meganoconnell@hotmail.com,438,51+,Married with Kids,781833,Student,No,not interested,1
751.443.8623x687,blarson@gmail.com,433,18-25,Single,348242,Doctor,No,please call back,1
+1-461-276-6210x14099,justinjohnson@welch.biz,476,26-35,Married with Kids,594225,Business,Yes,,1
001-047-898-2810x22701,april41@yahoo.com,506,26-35,Single,170190,Artist,Yes,urgent,1
001-554-547-3872x579,xsmith@hotmail.com,646,36-50,Married with Kids,833522,Artist,No,urgent,1
001-422-726-6160x2253,dwerner@hotmail.com,508,36-50,Married,529786,Engineer,Yes,please call back,1
(299)481-6183x335,browntheodore@hotmail.com,604,36-50,Single,548072,Artist,No,follow up later,0
+1-133-047-2230x11819,qbrown@pineda.org,443,18-25,Married,662463,Artist,No,urgent,1
306-289-2812x36109,keyjames@reid-gonzalez.biz,803,26-35,Married with Kids,671534,Engineer,Yes,urgent,1
8656465846,muellerrenee@hotmail.com,824,26-35,Married,548265,Student,Yes,please call back,1
9097202593,hhamilton@yahoo.com,322,26-35,Married with Kids,976989,Student,No,follow up later,1
558-358-1189x6328,richardellison@howard-evans.com,360,26-35,Married with Kids,287460,Doctor,Yes,follow up later,1
6374898143,christinaliu@hotmail.com,470,26-35,Single,541912,Business,Yes,,0
609.329.9506,ryan77@hotmail.com,831,36-50,Married with Kids,702308,Business,Yes,please call back,1
+1-423-452-9011x60348,brockolivia@hess-humphrey.com,319,26-35,Married with Kids,848110,Artist,No,not interested,1
+1-694-405-9187x77671,daywilliam@james.biz,692,36-50,Married with Kids,814857,Student,Yes,urgent,1
+1-180-205-8419x574,nicolemaldonado@carr-horton.com,611,26-35,Single,571402,Engineer,No,,1
411-808-7426x85752,vcraig@melton.net,527,36-50,Married,176175,Engineer,Yes,not interested,0
001-789-290-3508x5490,wrightchristopher@palmer.org,354,36-50,Single,321031,Engineer,No,please call back,1
558-294-1638x64116,katrina77@hotmail.com,569,36-50,Married,209309,Business,No,not interested,0
001-043-327-6039x9365,rsanders@hotmail.com,441,36-50,Married,878554,Student,Yes,please call back,1
001-126-182-3396,newtonmichelle@yahoo.com,677,26-35,Married,428710,Engineer,Yes,please call back,0
(199)949-6684,johnperez@yahoo.com,352,36-50,Single,661775,Engineer,Yes,urgent,1
+1-795-382-2116x057,stevenmoore@hotmail.com,309,36-50,Married,277590,Student,Yes,urgent,1
550.825.7623,melissa47@sandoval-smith.biz,515,18-25,Married with Kids,631443,Engineer,No,please call back,1
001-495-652-6412x9195,andrearamos@glover.com,629,26-35,Single,281847,Engineer,No,not interested,0
001-449-076-7625,cody09@glover-moses.info,638,26-35,Single,998472,Doctor,No,follow up later,1
129.122.8403x0150,joseph22@hotmail.com,799,18-25,Married,156844,Engineer,No,,1
+1-666-113-0862x202,rcruz@gonzalez.com,447,26-35,Single,788050,Engineer,Yes,not interested,1
301.426.3030,qharvey@edwards.com,443,26-35,Married,262469,Artist,Yes,please call back,1
(899)594-4385x6678,kathleen03@yahoo.com,745,26-35,Single,545832,Artist,No,urgent,1
269.712.2852,troypetersen@fitzgerald.biz,553,36-50,Married with Kids,111761,Engineer,No,urgent,1
(464)361-9465,smithjames@lloyd.info,646,26-35,Married with Kids,316388,Artist,Yes,please call back,1
278-064-0721x612,thomas92@gmail.com,586,18-25,Single,854229,Student,No,follow up later,1
(951)567-5930x3658,mallen@gmail.com,557,18-25,Married,668193,Artist,Yes,,0
(499)008-7946x911,bellaimee@schmidt-mitchell.org,798,26-35,Married,663657,Student,Yes,follow up later,1
036-849-8562,cole28@mendez-wallace.info,719,18-25,Single,466371,Student,Yes,please call back,0
908-892-6023x08554,colemelissa@gmail.com,363,36-50,Married,641641,Student,No,follow up later,0
385-365-2331,jackiewhite@brown.net,583,18-25,Married with Kids,845700,Artist,Yes,follow up later,1
+1-451-887-4166x29998,kelly24@hotmail.com,648,26-35,Married with Kids,731643,Artist,No,please call back,1
(459)002-7643x445,soliscatherine@strickland.com,590,26-35,Single,773478,Student,Yes,urgent,1
070.223.0264x592,joycemckay@gmail.com,816,18-25,Married,897257,Engineer,No,please call back,1
+1-433-063-9850x336,cowananita@washington.biz,648,51+,Single,943309,Artist,Yes,not interested,1
+1-705-730-2316x982,xboyle@duke.org,744,26-35,Married with Kids,511713,Doctor,No,urgent,1
001-469-421-8146x32265,coleashley@newman.com,629,36-50,Single,986523,Artist,No,urgent,1
896.697.9498,jose71@johnson.com,414,36-50,Single,534328,Artist,Yes,follow up later,1
001-023-952-1659,parkerevan@russell-garcia.com,441,36-50,Married with Kids,151186,Artist,No,urgent,1
+1-423-727-2207x000,clarkangela@yahoo.com,699,51+,Married with Kids,195740,Student,Yes,urgent,1
821.957.3979,justinlewis@hotmail.com,725,26-35,Married with Kids,374872,Artist,No,please call back,0
404-712-6262,jessica07@yahoo.com,366,26-35,Single,636759,Business,No,not interested,0
+1-963-801-1280x6057,amy11@kemp.com,669,36-50,Married with Kids,794324,Student,Yes,urgent,1
+1-049-626-7096x10586,samantha23@scott-robbins.biz,806,51+,Single,546399,Student,No,follow up later,1
853-207-4018x30829,castillosara@yahoo.com,715,26-35,Single,544914,Student,Yes,not interested,0
639.949.2216x7564,katie66@murphy.com,493,36-50,Married,719921,Artist,Yes,not interested,1
034.821.0413,wanda11@hotmail.com,362,51+,Married,334399,Doctor,Yes,follow up later,1
001-709-600-5298x424,brooke73@garcia-ayala.net,592,51+,Married,854535,Student,No,,1
001-525-275-3837x8431,jonathangarza@bradley.com,636,36-50,Married,411252,Artist,No,please call back,0
001-895-159-4361x232,kevin29@yahoo.com,682,36-50,Married,155244,Business,Yes,,0
6495534477,mendozamaureen@gray.com,533,18-25,Married,838480,Doctor,No,please call back,1
7260896920,blakeroman@thompson.org,540,26-35,Married,470569,Business,Yes,,0
(168)952-8718,zking@johnson.com,737,26-35,Single,781470,Doctor,Yes,,1
(842)800-3641x763,feliciamartin@hotmail.com,815,18-25,Married,884277,Business,No,not interested,1
280-707-3377x404,ryansoto@callahan.com,354,51+,Single,489619,Artist,Yes,follow up later,0
862-602-0999x945,johnsonalexandra@sawyer.com,805,18-25,Single,469764,Doctor,Yes,not interested,1
001-050-102-5294x5927,tlopez@gmail.com,576,36-50,Married,878032,Business,Yes,urgent,1
640.519.8264x2720,charris@gmail.com,585,36-50,Single,294203,Doctor,No,not interested,0
575-089-5829,jennifer70@collins.com,506,51+,Single,230561,Student,No,urgent,1
670-182-0491x46100,rhodeslisa@perez.org,732,26-35,Single,448695,Student,Yes,,1
001-693-189-1445x213,hbrewer@hooper.com,524,51+,Single,749884,Doctor,Yes,urgent,1
+1-036-600-4422x8364,holly71@hotmail.com,447,51+,Married with Kids,267904,Artist,No,,1
001-433-685-0827x07684,brandon84@gmail.com,446,26-35,Single,880887,Engineer,Yes,not interested,1
965.950.9300x1689,amyhampton@choi-cox.org,301,18-25,Married with Kids,334903,Business,No,,0
2620944608,vclark@mitchell.com,640,26-35,Single,639799,Student,No,not interested,0
001-743-863-6845x2969,nsantiago@hotmail.com,493,36-50,Single,271978,Student,Yes,urgent,1
329.707.1252x63144,ashleyruiz@gmail.com,377,18-25,Married,791331,Artist,Yes,please call back,1
001-152-862-3065x435,jesse16@yahoo.com,799,18-25,Single,807320,Engineer,Yes,please call back,1
+1-135-624-8419x882,jessica50@yahoo.com,659,36-50,Married with Kids,369167,Engineer,Yes,urgent,1
+1-359-686-6780,ihayes@hotmail.com,368,26-35,Single,173356,Engineer,Yes,please call back,0
105-279-3169,jimmyroberson@hotmail.com,383,26-35,Married with Kids,470055,Business,No,not interested,0
(531)767-1806x817,mercerjoseph@gmail.com,405,26-35,Married,718431,Engineer,No,not interested,1
001-101-454-1017x860,ldixon@petersen.net,697,26-35,Single,973488,Student,No,urgent,1
901-521-8631x8890,robertsonzachary@roy.com,371,51+,Single,198586,Engineer,No,not interested,0
899.095.2740x6448,abarrera@middleton.com,549,18-25,Single,163661,Business,Yes,please call back,0
159-785-6062,amendoza@hotmail.com,678,26-35,Married with Kids,551711,Business,Yes,,1
911-743-8458x86428,kelly84@sullivan.com,796,26-35,Married with Kids,599216,Artist,No,,1
(961)983-6541,sabrinabray@hotmail.com,392,26-35,Single,762376,Artist,No,urgent,1
(125)492-8950x9368,hodgesjames@gmail.com,537,18-25,Married with Kids,944821,Business,No,urgent,1
(616)730-7297,sanfordmegan@hotmail.com,783,36-50,Married,398283,Business,No,urgent,1
237-269-4173x2366,craigpearson@chang.info,421,18-25,Married with Kids,426227,Engineer,No,urgent,1
001-617-401-6153x90343,bennettdorothy@gmail.com,345,36-50,Single,460814,Business,Yes,urgent,1
001-263-943-1603,jamesbaker@gmail.com,490,18-25,Single,589444,Business,Yes,follow up later,1
434.724.6474,laura39@smith.com,842,36-50,Married with Kids,954780,Student,Yes,urgent,1
562-841-9945,kyle56@rodriguez.com,845,18-25,Married with Kids,929353,Doctor,Yes,follow up later,1
001-069-402-2375,robertrussell@dominguez-madden.org,744,26-35,Married,966400,Business,No,,1
+1-192-627-6807x7672,nhatfield@yahoo.com,658,18-25,Married,772746,Student,Yes,urgent,1
681-310-3321x44124,chelseacontreras@yahoo.com,505,26-35,Single,282980,Doctor,Yes,follow up later,0
+1-050-410-9535x846,ccarrillo@yahoo.com,757,36-50,Married,727285,Student,Yes,urgent,1
(479)320-0015,angela95@yahoo.com,519,51+,Single,121083,Business,No,,0
683.851.4245,fwhite@mullins.com,386,51+,Married with Kids,352660,Artist,No,follow up later,0
105.070.6720x06915,ambersnyder@yahoo.com,379,26-35,Married,396018,Artist,Yes,,1
811-304-7930,pperez@gmail.com,715,18-25,Married with Kids,112140,Engineer,No,,0
548.330.9067x5772,fullermelissa@hotmail.com,665,18-25,Married with Kids,920504,Engineer,No,,1
7104690138,jvaldez@yahoo.com,766,18-25,Single,371208,Doctor,No,not interested,1
855.782.5923x651,greenlaura@hotmail.com,406,26-35,Married with Kids,172308,Student,Yes,please call back,0
836.754.6509,kellyjacqueline@yahoo.com,723,26-35,Married with Kids,280034,Artist,No,follow up later,0
(551)759-9240x568,keithreid@gmail.com,496,36-50,Married,617125,Engineer,No,,1
(849)836-6563x3185,audreydawson@yahoo.com,424,26-35,Married with Kids,134443,Doctor,Yes,not interested,0
(609)493-7524x3631,james22@gilbert.info,722,51+,Married,986736,Business,No,,1
469.553.9396,eburns@collins-gray.biz,401,36-50,Single,357129,Engineer,Yes,,0
001-666-049-5416x710,lopezcarla@simmons.net,319,36-50,Married,757458,Business,No,follow up later,1
5413404382,ewood@garcia-johnson.com,448,18-25,Married,585674,Business,Yes,not interested,0
535.587.5058x77129,martinezwanda@gmail.com,445,36-50,Single,992526,Artist,No,not interested,1
+1-994-414-2137,ualvarez@yahoo.com,507,18-25,Married,234320,Engineer,Yes,follow up later,0
001-990-707-2969x17773,jenniferthomas@powers-gibson.com,580,51+,Single,321110,Student,Yes,urgent,1
001-889-983-1439x3860,brentwilliams@gmail.com,587,18-25,Married with Kids,200573,Artist,No,,1
024.321.8029,ili@gmail.com,626,51+,Single,632835,Student,Yes,not interested,0
874.498.3615,emilymelton@yahoo.com,587,26-35,Single,931337,Doctor,No,follow up later,1
+1-569-523-3664x810,trodriguez@gmail.com,502,36-50,Married with Kids,228941,Business,No,not interested,0
001-519-376-4013,samantharodriguez@gmail.com,502,26-35,Married,555001,Artist,Yes,,1
541.910.3740,xhoward@freeman.com,684,36-50,Married,841540,Business,No,urgent,1
+1-368-679-4719,paul85@hotmail.com,846,51+,Single,878023,Student,Yes,please call back,1
001-444-508-1749,oflores@hotmail.com,311,51+,Single,349041,Artist,Yes,urgent,1
(847)422-3136,robertcollins@brown-williams.info,495,51+,Married,838869,Engineer,No,,1
(966)907-7262x229,melindaeaton@hotmail.com,430,36-50,Married,602157,Student,Yes,,1
669-015-6359x50266,jonesvanessa@gmail.com,766,26-35,Married,285973,Doctor,No,urgent,1
066.095.7012x488,lbrooks@yahoo.com,320,18-25,Married,116883,Student,Yes,urgent,1
(578)229-5172x586,ypitts@gmail.com,432,26-35,Married,240386,Business,Yes,follow up later,1
(079)654-7824,kleinkristin@moore.com,406,26-35,Married,246293,Engineer,No,urgent,1
029.390.0352x109,kristen13@hotmail.com,561,26-35,Married,165128,Doctor,No,follow up later,0
040-582-6999x3276,joshua51@scott-porter.org,303,26-35,Married,341435,Engineer,No,not interested,0
336-469-7092x85857,gcarney@hotmail.com,457,26-35,Married with Kids,198838,Business,No,,0
341-670-3835,johnbutler@gmail.com,754,36-50,Married,366013,Artist,No,,1
001-008-227-6996x8342,elizabethchan@gmail.com,496,51+,Single,891568,Student,Yes,not interested,1
001-996-057-4166x57208,ramirezashley@hotmail.com,446,18-25,Single,258384,Student,No,,0
309.400.7006x1128,laurenkirk@johnson-harper.info,688,51+,Married,133670,Doctor,Yes,urgent,1
+1-867-265-9277x877,lori71@gmail.com,428,36-50,Married with Kids,323210,Business,Yes,not interested,0
938.735.4713x30425,nmeadows@sanchez.biz,552,26-35,Single,856750,Engineer,Yes,follow up later,1
(834)942-5317x11060,brentdavis@myers.org,570,18-25,Married with Kids,519392,Engineer,No,,0
625-623-0877x54541,davidcain@gmail.com,768,51+,Single,966671,Student,No,,1
943-281-6379x22775,jackknight@mcdaniel.com,745,18-25,Single,459491,Artist,No,follow up later,1
(843)319-3022x1085,awatts@hill-cooper.com,460,51+,Married with Kids,129666,Business,No,please call back,0
078-692-9317x181,anna06@hotmail.com,503,36-50,Married,843755,Doctor,Yes,please call back,1
916.707.6107x70446,ortizjoanne@yahoo.com,492,36-50,Married with Kids,650236,Engineer,No,urgent,1
372.416.5821,martinezbrian@horn.com,525,51+,Single,986215,Student,No,,1
